investment_id,evolution_driver,delay_explanation,project_url
1228,Delayed,Partially constructed. Delay due to the difficulty in finding a window for a planned outage necessary for the works.,https://tyndp-data.netlify.app/tyndp2018/projects/projects/269
1229,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/269
1214,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/270
1215,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/270
1211,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/270
1212,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/270
1264,,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/271
1210,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/276
1207,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/276
1208,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/276
1206,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/276
1008,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/280
1378,Delayed,The Tunisian regulatory framework has been settled only recently and this delayed the overall permitting process,https://tyndp-data.netlify.app/tyndp2018/projects/projects/283
1430,Delayed,The Tunisian regulatory framework has been settled only recently and this delayed the overall permitting process,https://tyndp-data.netlify.app/tyndp2018/projects/projects/283
1619,Rescheduled,"LEG1 has been rescheduled to allow for 150 MW solar power plant (comprising energy storage) to be developped. GreenPower2020 feel this is necessary for 2 reasons: 1. to test and to qualify technologies in a given environment (hence not duplicating previous errors from others) and to identify the appropriate combination (PV + battery, CSP + steam, ...) before the utility-scale deployment of 2 x 1 GW. 2. To include energy generation as part of the project to enable LEG1's bi-lateral power exchange capability immediately.",https://tyndp-data.netlify.app/tyndp2018/projects/projects/284
1383,,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/285
1385,Delayed,"The PCI was delayed due to regulatory processes in the Republic of Ireland which have now been remedied. The Commission for Regulation of Utilities (CRU), on 21 October 2017, directed EirGrid to progress grid applications from interconnectors with PCI status, including Greenlink; also the CRU issued an information paper on 21 March 2018 acknowledging Greenlink’s application and setting out the timeframe to develop, consult, and make an initial decision on, Greenlink’s application by 30 September 2018.",https://tyndp-data.netlify.app/tyndp2018/projects/projects/286
1432,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/293
1434,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/293
1431,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/293
1433,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/293
1435,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/293
1436,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/293
1356,Delayed,"Maali was listed and recommend for inclusion in the PCI list at the TEN-E regional groups meeting in Brussels 27th June 2017, however it was not supported by all member states in a closed meeting on 13th July due to a proposal to connect Shetland to Scotland with a 60MW distribution cable which would not have supported Maali. The 60MW connection was subsequently rejected by the GB Regulator Ofgem on 30th November 2018 opening the way for the planned >=600MW connection to Scotland and facilitating the connection of Maali.",https://tyndp-data.netlify.app/tyndp2018/projects/projects/294
1437,Rescheduled,Awaiting PCI status,https://tyndp-data.netlify.app/tyndp2018/projects/projects/296
605,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/297
445,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/297
604,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/297
1458,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/299
1628,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/309
1472,Delayed,Duration of permitting process.,https://tyndp-data.netlify.app/tyndp2018/projects/projects/312
1473,Delayed,Delay due to long permitting process,https://tyndp-data.netlify.app/tyndp2018/projects/projects/313
1617,Delayed,"Project status was due to problems with permitting process (including problems with different authorities included in the process) changed from ""in permitting"" to ""under consideration"".",https://tyndp-data.netlify.app/tyndp2018/projects/projects/316
1615,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/317
1614,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/318
1558,Delayed,The main reasons for the delay are environmental problems in the permitting process (including problems with different authorities included in the process) and acquisition of or access to land.,https://tyndp-data.netlify.app/tyndp2018/projects/projects/320
1475,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/321
1476,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/322
1477,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/322
1478,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/323
1482,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/324
1483,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/325
1631,Rescheduled,Shifted to Long Term due to feasibility reasons - new Mid Term Project introduced.,https://tyndp-data.netlify.app/tyndp2018/projects/projects/325
1636,Rescheduled,Tests and gaining of experience for novel technical solution in progress.,https://tyndp-data.netlify.app/tyndp2018/projects/projects/325
1630,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/328
1620,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/328
1629,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/328
1518,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/329
1499,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/330
1498,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/330
1496,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/333
1505,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1506,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1507,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1508,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1509,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1511,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1504,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/335
1556,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/336
1512,Delayed,Delay due to complex multi-stage permitting process,https://tyndp-data.netlify.app/tyndp2018/projects/projects/337
1510,Delayed,Delay due to complex multi-stage permitting process,https://tyndp-data.netlify.app/tyndp2018/projects/projects/337
1521,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/338
1557,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/339
1519,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/340
1537,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/341
1536,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/341
1538,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/341
1523,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1520,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1522,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1524,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1525,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/342
1535,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/343
1532,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/343
1533,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/343
1534,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/343
1541,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/344
1542,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/345
1544,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/346
1543,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/346
1545,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/347
1546,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/348
1653,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1655,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1652,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1648,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1640,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1638,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1641,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1642,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1646,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1654,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1651,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1639,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1647,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1649,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1650,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/349
1622,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/350
1624,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/350
1623,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/350
1547,Rescheduled,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/351
1555,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/375
1559,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/376
1561,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/377
1584,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/378
1597,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/379
1595,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/379
1593,New Investment,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/379
211,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/381
1485,Investment on time,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/381
1670,,,https://tyndp-data.netlify.app/tyndp2018/projects/projects/1034
